[]	0
[0]	0
[1]	1
[2]	2
[0,0]	0
[1,1]	2
[2,4]	4
[4,2]	4
[0,9]	9
[9,0]	9
[0,0,0]	0
[0,2,0]	2
[2,0,2]	2
[2,1,2]	3
[1,2,2]	4
[4,2,3]	6
[0,1,0,1]	1
[2,1,0,2]	2
[5,4,1,2]	8
[999,999,999,999]	3996
[1,0,1,0,1]	1
[1,2,3,4,5]	9
[2,0,1,0,1,0]	2
[2,1,5,6,2,3]	10
[4,2,0,3,2,5]	6
[0,1,0,2,0,3,0]	3
[2,1,4,5,1,3,3]	8
[4,2,0,3,2,4,3,4]	10
[3,6,5,7,4,8,1,0]	20
[2,1,2,0,3,2,2,3]	8
[0,1,2,3,4,5,6,7,8]	20
[5,5,1,7,1,1,5,2,7,6]	12
[0,1,0,2,1,0,1,3,2,1,2,1]	6
[3,5,5,2,5,5,6,6,4,4,1,1,2,5,5,6,6,4,1,3]	24
[6,4,2,0,3,2,0,3,1,4,5,3,2,7,5,3,0,1,2,1,3,4,6,8,1,3]	14
[0,0,0,0,0,0,0,0,2147483647]	2147483647
[1,0,0,1,0,1,0,0,0,1]	1
[0,1,2,3,4,5,6,7,8,9]	25
[1,2,3,4,5,6,7,8,9,10,11]	36
[12,11,10,9,8,7,6,5,4,3,2,1]	42
[12,11,10,9,8,7,6,5,4,3,2,1,0]	42
[4,7,6,8,5,9,1,0]	25
[4,7,6,8,5,9,1,24]	25
[4,7,6,8,5,9,1,25]	25
[4,7,6,8,5,9,1,26]	26
[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]	20
[8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8]	160
[987654321]	987654321
[1000000000]	1000000000
[2147483647]	2147483647
[2147483647,0,2147483647,0,2147483647,0,2147483647,0,2147483647,0]	2147483647
