[1], 0	-1
[1], 1	0
[1], 2	-1
[1,3], 0	-1
[1,3], 1	0
[1,3], 2	-1
[1,3], 3	1
[1,3], 4	-1
[3,1], 0	-1
[3,1], 1	1
[3,1], 2	-1
[3,1], 3	0
[3,1], 4	-1
[1,3,5], 0	-1
[1,3,5], 1	0
[1,3,5], 2	-1
[1,3,5], 3	1
[1,3,5], 4	-1
[1,3,5], 5	2
[1,3,5], 6	-1
[3,5,1], 0	-1
[3,5,1], 1	2
[3,5,1], 2	-1
[3,5,1], 3	0
[3,5,1], 4	-1
[3,5,1], 5	1
[3,5,1], 6	-1
[5,1,3], 0	-1
[5,1,3], 1	1
[5,1,3], 2	-1
[5,1,3], 3	2
[5,1,3], 4	-1
[5,1,3], 5	0
[5,1,3], 6	-1
[4,5,6,7,0,1,2], 0	4
[4,5,6,7,0,1,2], 1	5
[4,5,6,7,0,1,2], 2	6
[4,5,6,7,0,1,2], 3	-1
[4,5,6,7,0,1,2], 4	0
[4,5,6,7,0,1,2], 5	1
[4,5,6,7,0,1,2], 6	2
[4,5,6,7,0,1,2], 7	3
[4,5,6,7,0,1,2], 8	-1
