0	0
1	1
2	1
3	1
4	2
5	2
6	2
7	2
8	2
9	3
10	3
1024	32
8192	90
2147395599	46339
2147395600	46340
2147483647	46340
183692038	13553
1978959248	44485
29792276	5458
1660267039	40746
1085817232	32951
562464195	23716
808909662	28441
1510227509	38861
1212195572	34816
11290418	3360
519194475	22785
1764975709	42011
1813156381	42581
1041080284	32265
1183562654	34402
856035737	29258
1380590378	37156
1739869407	41711
1785842024	42259
984230921	31372
959598578	30977
1185692718	34433
2088437940	45699
1871180207	43257
591420545	24319
647079221	25437
537001935	23173
2143723787	46300
490786243	22153
1193598064	34548
247776352	15740
674478281	25970
1025073664	32016
277568629	16660
187261672	13684
2110890896	45944
840032824	28983
996171334	31562
1473634757	38387
2052228396	45301
1007461752	31740
1992829232	44641
1669720458	40862
673134485	25944
886425868	29772
705799464	26566
1529170222	39104
119532598	10933
298185223	17268
1167528599	34169
1103763519	33222
1257783801	35465
205737669	14343
1044717811	32322
981480360	31328
797158214	28233
1691797032	41131
1518482296	38967
793398353	28167
35099627	5924
564596712	23761
1041174706	32267
709577908	26637
1589670376	39870
1318743335	36314
896839580	29947
1553077624	39409
11292511	3360
1893010914	43508
879228733	29651
2063520907	45425
752989018	27440
724574317	26917
1585757717	39821
1426123503	37764
1611000185	40137
144073533	12003
807810077	28421
1730532783	41599
442258756	21029
1975338676	44444
686812654	26207
1700042558	41231
33592698	5795
1731530465	41611
534039270	23109
830750912	28822
1275843849	35718
2052521566	45304
1624149266	40300
1310943476	36206
469634630	21671
517840324	22756
2020521384	44950
2059305006	45379
1836583659	42855
769877316	27746
1464898982	38273
1847876170	42986
515404582	22702
196644067	14022
1763913429	41998
1268393600	35614
921218384	30351
1202187499	34672
547033455	23388
384734921	19614
1346261032	36691
1354843532	36808
2115267704	45992
1788519789	42290
1182698561	34390
654596710	25585
1341078699	36620
1216291259	34875
238643527	15448
1875117969	43302
2047042171	45244
1514487376	38916
1780155888	42191
1523707789	39034
677947204	26037
102306870	10114
2041548113	45183
550984940	23473
14128229	3758
1730648124	41601
1320862256	36343
1479027211	38458
1431040646	37829
1836266838	42851
1675671279	40934
1047470428	32364
957176790	30938
449406015	21199
102174279	10108
1504210245	38784
834140937	28881
1448435311	38058
711570130	26675
801924993	28318
1089471452	33007
1894268691	43523
1456521704	38164
283066503	16824
963076302	31033
1695165231	41172
10700825	3271
862634825	29370
1062168960	32590
1790856713	42318
238858967	15455
1740116164	41714
1893163583	43510
132923432	11529
143617457	11984
1907291812	43672
1863571557	43169
1464479713	38268
1238835376	35197
1147128555	33869
1153262904	33959
767023007	27695
47115335	6864
2110439694	45939
1216429022	34877
149289614	12218
1467166292	38303
2050569959	45283
1597724926	39971
31252774	5590
705011305	26552
539712730	23231
1925521465	43880
14049361	3748
822779234	28684
741114119	27223
1709214592	41342
833480059	28870
1603748944	40046
623899904	24977
476853124	21836
1842607911	42925
216532421	14715
222533059	14917
1975531344	44446
360149878	18977
2129824872	46150
1691619253	41129
1824629591	42715
1221176600	34945
691264160	26291
830408847	28816
1988199607	44589
738379496	27173
793364894	28166
1057144981	32513
887669110	29793
113047538	10632
960231293	30987
337910388	18382
144300312	12012
1665242598	40807
877623119	29624
2069821777	45495
1679291959	40979
1700402353	41235
663452248	25757
1241022903	35228
386398764	19657
119717544	10941
1864922808	43184
863251888	29381
1962325456	44298
2081455229	45622
1085784947	32951
1790373152	42312
294121459	17149
1068126171	32682
1334508757	36530
2118751050	46029
141819123	11908
2025772917	45008
801676250	28313
2130018730	46152
616668765	24832
1595041144	39937
1039680064	32244
1504337876	38785
1708088682	41329
1999911357	44720
1842248264	42921
1852388994	43039
1517670307	38957
572387735	23924
1774727123	42127
1049478618	32395
125306440	11194
290695723	17049
143017873	11959
511705204	22620
410413267	20258
2007940681	44810
1374957092	37080
225255075	15008
1941912262	44067
313258392	17699
2015628227	44895
88550073	9410
1381384563	37166
1202653336	34679
59817476	7734
1523203687	39028
1080942606	32877
861493726	29351
1505738769	38803
1697611371	41202
309051222	17579
397935185	19948
1054465599	32472
2017139904	44912
250362894	15822
749230216	27372
1722045250	41497
1768033201	42047
1321617951	36354
1349288725	36732
670028171	25884
1446924392	38038
1639984448	40496
813046045	28513
1958629596	44256
2050397715	45281
673503078	25951
1186103041	34439
128169143	11321
467931693	21631
1499361433	38721
2143797370	46301
556481766	23589
733262348	27078
1198967059	34626
616299242	24825
108982387	10439
132426017	11507
1477792968	38442
1614721157	40183
1830037388	42778
1786844190	42271
2012656342	44862
737019340	27148
1656500446	40700
115535589	10748
1486249556	38551
1231062048	35086
1883568790	43400
660383859	25697
432867125	20805
406113314	20152
2107308251	45905
2072851573	45528
1219159359	34916
1918454200	43800
1975765641	44449
1892662437	43504
957073593	30936
2103934784	45868
213110482	14598
308951378	17577
2100248506	45828
769592249	27741
1042213726	32283
1151731917	33937
1385891491	37227
1151196114	33929
1284157934	35835
716200812	26761
618433623	24868
966711675	31091
355561354	18856
483606317	21991
1703731015	41276
2012061801	44856
599141906	24477
1042496923	32287
1095640201	33100
335227049	18309
1702880782	41265
1528507327	39096
741340363	27227
1662705386	40776
1453875252	38129
1960499722	44277
1433675938	37863
1282157245	35807
1705678511	41299
243265883	15596
1238608381	35193
1918788994	43803
552217261	23499
1191373240	34516
540897595	23257
1594430987	39930
195621509	13986
1926789086	43895
598143453	24456
1479779444	38467
495506250	22259
1216577076	34879
299007471	17291
851067605	29173
1700183394	41233
2002738486	44751
715645758	26751
151841652	12322
897751761	29962
1811285959	42559
487068701	22069
453148895	21287
1192309638	34529
1228409064	35048
2115854281	45998
498701243	22331
1041425138	32271
1402046571	37443
1780858488	42200
599620002	24487
1645312454	40562
871983222	29529
370925348	19259
50046067	7074
2063356462	45424
911822943	30196
1644477055	40552
111494323	10559
691128381	26289
95136860	9753
1591273767	39890
1186634632	34447
1311713937	36217
1890281238	43477
2037702237	45140
864413683	29400
1745536076	41779
605864347	24614
1016255335	31878
495804189	22266
269666658	16421
1503324037	38772
948953085	30805
1461976297	38235
584249453	24171
917323718	30287
1960677540	44279
1625674592	40319
171886642	13110
1594052380	39925
77810946	8821
1817199096	42628
318551954	17848
448736294	21183
1867245164	43211
234424768	15310
1360559237	36885
1364238571	36935
345919092	18598
2051687618	45295
1459375431	38201
1937192859	44013
1090838602	33027
623605720	24972
1679990450	40987
981057191	31321
1488019403	38574
1278042878	35749
1586921538	39836
356791091	18888
1773847068	42117
1856588197	43088
1860115128	43129
575316505	23985
1171080846	34221
296880933	17230
1492640223	38634
984274738	31373
1922555525	43846
1664526865	40798
430843470	20756
2000366471	44725
1334242314	36527
749395425	27375
301619117	17367
1054003830	32465
983820193	31365
1662178354	40769
270758753	16454
1329739285	36465
1566382325	39577
1730134184	41594
1119448497	33458
509737279	22577
206256257	14361
651955299	25533
1490794471	38610
1694275660	41161
1929998177	43931
930232361	30499
2051066751	45288
1556361597	39450
639336910	25285
1763698231	41996
2131678102	46170
1810417756	42549
2060579165	45393
1476834678	38429
647208846	25440
1835651042	42844
993877895	31525
1078052317	32833
1688533866	41091
180636561	13440
1827447742	42748
1990152983	44611
1234640391	35137
663784287	25764
1504847690	38792
1505399144	38799
1993523573	44648
923746367	30393
1088049681	32985
965488422	31072
1433483646	37861
1294305938	35976
1617443721	40217
776794469	27871
841097950	29001
1399958250	37416
1707026831	41316
744681054	27288
808836200	28440
198880093	14102
360895637	18997
793030654	28160
2009297850	44825
273991154	16552
122381684	11062
509023048	22561
2109642197	45930
1116259580	33410
1587075365	39838
1650692415	40628
1296896141	36012
1267039459	35595
1493361750	38644
384052885	19597
1930823747	43941
850725792	29167
1889452029	43467
1776863672	42152
1774472159	42124
830018062	28810
594868446	24389
1060472158	32564
2124324000	46090
64828519	8051
1837266627	42863
817938303	28599
1464786769	38272
1396809810	37373
1562619357	39529
126139321	11231
1595689904	39946
1923514994	43857
919169976	30317
1457504106	38177
50022501	7072
1041551660	32273
1966527154	44345
12181050	3490
10327592	3213
1406118872	37498
1662873465	40778
1307223734	36155
525674683	22927
1008751567	31760
1691276619	41125
309014782	17578
1859477360	43121
1433245000	37858
2085878454	45671
1486465871	38554
115779415	10760
533263252	23092
399454381	19986
92619767	9623
598091771	24455
89237361	9446
910558070	30175
2062878541	45418
1486047171	38549
325693779	18046
41534214	6444
934253427	30565
101725126	10085
960704190	30995
244273885	15629
151747627	12318
2002255851	44746
63317392	7957
163928677	12803
2012583443	44861
1469436264	38333
1826802142	42741
1172323529	34239
1995110947	44666
688070061	26231
716116500	26760
156642082	12515
400063773	20001
1877853	1370
