[1], 0	[-1,-1]
[1], 1	[0,0]
[2,2], 1	[-1,-1]
[2,2], 3	[-1,-1]
[2,2], 2	[0,1]
[1,3], 1	[0,0]
[1,4], 4	[1,1]
[1,5], 4	[-1,-1]
[1,2,3], 1	[0,0]
[1,2,3], 2	[1,1]
[1,2,3], 3	[2,2]
[1,2,2], 1	[0,0]
[1,2,2], 2	[1,2]
[1,1,2], 1	[0,1]
[1,1,2], 2	[2,2]
[3,3,3], 3	[0,2]
[5,7,7,8,8,10], 8	[3,4]
[1,2,3,3,3,3,4,5,9], 3	[2,5]
[1,2,2,3,4,4,4], 4	[4,6]
[0,0,0,1,2,3], 0	[0,2]
[0,0,1,2,2], 2	[3,4]
[0,1,2,3,4,4,4], 2	[2,2]
[0,0,1,2,3,3,4], 2	[3,3]
[0,0,1,1,1,4,5,5], 2	[-1,-1]
[0,2,2,3,4,4,4], 1	[-1,-1]
[1,1,3,4,5,5,5,5,5], 3	[2,2]
[0,0,1,2,2], 0	[0,1]
[0,0,2,3,4,4,4,5], 5	[7,7]
[0,0,1,1,1,2,2,3,3,3,4,4,4,4,5,5,6,6,6,8,10,10], 4	[10,13]
[0,0,1,1,2,2,2,2,3,3,4,4,4,5,6,6,6,7,8,8], 4	[10,12]
[0,0,1,1,1,2,4,4,4,4,5,5,5,6,8,8,9,9,10,10,10], 8	[14,15]
[0,1,2,3,3,3,4,5,5,5,6,6,7,7,8,8,9,9,11,11,12,12,12], 6	[10,11]
[0,0,1,1,1,2,2,2,3,3,5,5,5,5,5,5,6], 4	[-1,-1]
[0,0,1,1,1,1,2,2,2,3,3,4,5,6,6,6,6,7,8], 3	[9,10]
[0,0,1,1,1,2,3,4,4,5,6,7,7,7,8,8,8,8,9,9,10], 4	[7,8]
[0,1,1,2,2,3,3,4,4,5,5,5,6,6,6,6,7,7], 7	[16,17]
[1,1,1,1,2,4,4,4,5,5,7,7,7,8,8,9,9,11,11,12,12,12,12], 5	[8,9]
[0,0,0,0,1,2,3,3,4,5,6,6,7,8,8,8,9,9,10,10,11,11], 0	[0,3]
[0,0,0,0,0,1,2,2,3,4,4,4,4,5,5,5,6], 6	[16,16]
[0,1,1,1,1,2,3,3,4,4,4,4,5,5,6,6,7,8,10,10,10], 6	[14,15]
[0,0,0,1,1,2,2,3,3,4,4,6,6,6,6,7,8,8,8], 2	[5,6]
[0,0,0,0,1,1,1,2,3,3,3,3,3,4,4,4], 1	[4,6]
[0,1,1,1,2,2,2,2,3,3,4,4,5,5,6,6,7,7,8,9], 1	[1,3]
[1,1,1,1,1,1,2,3,4,4,5,5,5,6,7,8,8,8,8], 8	[15,18]
[0,1,2,3,3,4,4,5,5,6,6,7,7,7,9,9,11,11,11,12,12,12,12], 12	[19,22]
[0,0,1,1,2,3,3,4,4,4,5,5,5,6,7,7,7,7], 3	[5,6]
[0,0,0,1,1,2,2,2,2,3,3,4,4,4,4,5,6], 4	[11,14]
[0,0,0,0,0,1,2,3,3,3,4,4,4,5,5,7,7,7], 6	[-1,-1]
[1,1,1,2,4,4,4,5,5,5,5,6,7,8,8,9,9,9,9,9,9,10], 9	[15,20]
[0,0,1,1,1,2,2,2,4,4,4,5,5,7,7,8,8,8,9,9,11,12,12,13], 6	[-1,-1]
[1,1,1,1,2,2,4,4,6,6,6,7,7,7,8,8,8,9,9,9,10,11,12], 12	[22,22]
[1,1,1,2,2,3,3,3,4,5,5,5,5,6,6,6,6,9,9,9], 7	[-1,-1]
[0,1,1,2,2,2,2,2,2,2,2,2,3,4,4], 3	[12,12]
[0,0,0,1,2,3,3,4,4,5,7,7,7,7,7,7,8,8,8], 5	[9,9]
[0,1,1,2,2,2,3,3,3,4,4,6,6,6,6,6,7,8,8], 7	[16,16]
[0,0,1,1,1,2,2,2,3,3,4,4,4,4,4,5], 0	[0,1]
[0,1,1,2,2,3,5,5,6,6,6,6,7,7,7,7,8,8,9,9], 5	[6,7]
[0,1,1,1,2,2,3,3,4,4,4,4,5,5,6,7,7,8,8], 6	[14,14]
[0,0,1,1,4,5,5,5,6,7,7,7,8,8,8,9,10,11,12,12,12,12,12,13], 3	[-1,-1]
[0,2,2,3,3,3,3,4,5,5,5,5,6,8,8,8,9,10,10,10,10], 9	[16,16]
[0,0,1,1,3,3,3,4,4,4,5,6,6,7,8,9,10,10,10,10,10,11,12], 0	[0,1]
[0,0,0,0,0,1,1,2,3,3,4,6,6,6,6,6,6], 1	[5,6]
[0,0,1,1,2,3,3,3,3,3,3,4,4,4,5,5], 5	[14,15]
[0,1,1,1,1,2,2,2,3,3,3,3,4,5,6,6,8,9,9,9], 0	[0,0]
[0,0,0,0,1,1,2,3,3,3,3,4,4,6,6,7,7,7,8], 4	[11,12]
[0,0,0,0,0,1,1,2,2,3,4,4,5,5,5,5,6,7], 0	[0,4]
[0,0,0,2,2,2,2,2,2,3,4,5,5,5,6,7,9,9,9,9,10,11,12], 9	[16,19]
[0,0,0,1,1,1,1,2,2,2,2,3,3,4,4], 1	[3,6]
[1,1,2,2,2,3,3,3,3,3,4,5,5,5,6,7,8,8,9,9,9,10], 7	[15,15]
[0,0,1,2,2,2,2,2,3,3,3,3,4,4,4], 3	[8,11]
[0,0,0,0,2,2,3,3,4,4,5,5,5,6,7,7,8,9,9,9,10], 10	[20,20]
[0,1,1,1,1,2,2,3,3,4,5,5,5,7,8,8,9,9,9,9], 8	[14,15]
[0,0,0,0,0,0,1,1,2,2,3,3,4,4,4], 0	[0,5]
[0,1,1,1,2,2,4,5,5,5,6,6,7,7,7,7,7,8,9,9,10], 5	[7,9]
[0,0,0,1,1,2,2,2,2,3,4,4,4,4,5,6,6,8,8], 8	[17,18]
[0,0,0,1,1,1,2,2,4,4,4,5,5,6,7,7,7,7], 7	[14,17]
[0,2,2,2,3,3,3,4,4,4,4,4,5,5,6,6,6], 6	[14,16]
[0,0,0,0,1,1,2,2,2,2,3,4,4,4,4,5,6], 4	[11,14]
