[1]	1
[0]	0
[-1]	-1
[-2,1]	1
[-2,-1]	-1
[-1,-2]	-1
[-1,0]	0
[1,2]	3
[1,-1,1]	1
[-2,-3,-1]	-1
[-1,0,-2]	0
[1,2,-1,-2,2,1,-2,1]	3
[1,2,-1,-2,2,1,-2,1,4,-5,4]	6
[-2,1,-3,4,-1,2,1,-5,4]	6
[31,-41,59,26,-53,58,97,-93,-23,84]	187
[1,2,-1]	3
[-1,-1,-2,-2]	-1
[1,1,-2]	2
[-2,-1,-2]	-1
[-1,-2,-3,0]	0
[2,0,3,-2]	5
[2,-1,1,1]	3
[0,2,0,2]	4
[-1,1,2,1]	4
[1,-1,-2]	1
[0,-2,-3]	0
[-1,0,-2,2]	2
[3,1,0,1]	5
[3,-2,-1]	3
[1,0,0,0]	1
[-3,-2,-2,-3]	-2
[0,-3,1,1]	2
[1,-1,-2]	1
[-2,1,0]	1
[-2,3,1,3]	7
[1,-2,0]	1
[-1,3,1]	4
[-3,1,-2,2]	2
[-1,2,2,-3]	4
[-3,-3,3]	3
[-2,-1,-2]	-1
[0,3,-1]	3
[-1,1,-2,3]	3
[-1,0,-2]	0
[-2,0,-3,-3]	0
[-3,-3,-1]	-1
[-1,3,3]	6
[2,-2,-3]	2
[0,2,0,2]	4
[-1,0,-3]	0
[2,2,0,-1]	4
[-3,-2,0,-1]	0
[0,0,-3,1]	1
[1,-2,-2,-1]	1
[3,2,-2,1]	5
[-3,-3,-3]	-3
[2,-1,3,-1]	4
[-2,1,0,-3]	1
[2,2,-2,3]	5
[0,-1,-2]	0
[0,-1,2]	2
[2,2,2,2]	8
[0,2,3,-2]	5
[0,-2,0]	0
[2,3,0]	5
[-1,3,1,-1]	4
[-2,1,0]	1
[3,0,-3]	3
[-2,2,1,1]	4
[-3,-3,-3]	-3
[2,0,-2]	2
[3,-3,2,-3]	3
[-2,1,-2,-2]	1
[-3,2,-1]	2
[1,0,1]	2
[3,-2,-3,-3,1,3,0]	4
[2,0,-3,2,1,0,1,-2]	4
[-2,-2,-3,0,-3,1,-3]	1
[0,1,0]	1
[-2,-3,2]	2
[3,0,0,2,2]	7
[-2,3,0,2,-2,3]	6
[-1,-2,-2,-2,3,2,-2,0]	5
[1,3,-1,2,0,-2,2]	5
[-3,1,0,-1,-2,3,2,-1]	5
[-2,-3,3,2]	5
[-3,3,-1,-2,2,2]	4
[3,-2,2,0,-2,0]	3
[0,-2,3,-2,1]	3
[0,2,1,-2,2]	3
[-3,3,3,3,2,3]	14
[2,3,-1,1,-3,3,0]	5
[0,2,3,-1,3,2,3]	12
[-1,1,-1,2,-2,-2]	2
[-2,-1,-2,-2]	-1
[3,2,-3,-1,1,-3,1,-1]	5
[-2,2,0,3,1]	6
[2,-2,-2,0,-2,2,2]	4
[2,-3,1,3,-3,2,2,1]	6
[1,1,1]	3
[2,-1,-1,2,0,-3,3]	3
[0,-3,2,1,-2,3]	4
[2,2,2]	6
[0,-3,-1,0,2,3,-3]	5
[0,-1,0,-3]	0
[1,1,-3,-3]	2
[-3,3,3,3,2,2,-2]	13
[3,-2,-3,3,-1,0,1]	3
[1,0,2]	3
[-2,-1,0,1,-1,3,-2]	3
[-3,-2,1,2,2,0,1,0]	6
[0,-1,3,1,-3,2,1,1]	5
[3,3,1]	7
[-1,0,-1,2,-3,1,2,3,-2]	6
[-3,2,-2,1,-1,0,-3,-1]	2
[-2,-2,-1]	-1
[2,-3,0,3]	3
[-1,0,1]	1
[2,3,-2,0,-1,1]	5
[0,-3,-2,-3,-2,2,-3,0,1,-1]	2
[0,-2,2,-1,1,0]	2
[0,-3,3,2,1,-1,0]	6
[-1,1,1,3,-3,2,-3,-1]	5
[3,-3,0,-1]	3
[0,0,2]	2
[-1,-2,-1,2,2,1,1]	6
[-1,3,2,0]	5
[2,-3,0,1,-2,-3,-1]	2
[2,-3,-2,-1]	2
[1,2,1,-1,-2]	4
[-2,-1,-3,3]	3
[-1,-1,3]	3
[2,-1,0,0,-1,2,2,-2,2]	4
[-1,-2,3,-1,-2,1,1]	3
[3,1,3,0,3,3,-1,2,2,1]	17
[0,-2,-1,1,3,2,2,2,-1,2]	11
[-1,-1,1,0]	1
[0,0,3,3,0,-2,3,-2,-1,-1,2,1]	7
[-2,-2,-2,-2,-2,2,-3,-3,-1]	2
[-1,2,-3,-1,-3]	2
[3,2,1,-1,1,0,0]	6
[-1,1,1,-1,-1]	2
[3,1,-3,-3,2,-1]	4
[0,-3,1,3,-3,-1,2]	4
[-3,2,3,0,-1]	5
[3,2,2,0]	7
