[]	1
[0]	1
[1]	2
[2]	1
[1,0]	2
[1,1]	2
[2,1]	3
[2,2]	1
[3,2]	1
[1000,-1]	1
[-5,1000]	1
[1,1000]	2
[1,2,0]	3
[0,1,2]	3
[1,2,3]	4
[3,4,-1,1]	2
[0,-1,3,1]	2
[4,1,2,3]	5
[2,2,2,2,2]	1
[1,1,1,1,1]	2
[0,2,2,1,1]	3
[-1,4,2,1,9,10]	3
[-10,-3,-100,-1000,-239,1]	2
[3,3,1,4,0]	2
[4,3,4,1,1,4,1,4]	2
[1,1]	2
[1,2,2,1,3,1,0,4,0]	5
[0,2,2,4,0,1,0,1,3]	5
[4,2,0,1,4]	3
[2,2]	1
[1,0,3,3,0,2]	4
[1,2,2,2,2,3,1]	4
[2,1,3,4,4,3,1,1]	5
[1,4,2,0,3,4,2,4,2]	5
[2,2,4]	1
[0,3]	1
[2,1,1,0,3,0,4,3,2]	5
[1,3,1,1,1,0,0,1,4]	2
[0,0,4]	1
[3]	1
[4,1,3,3]	2
[3,1]	2
[3,4,0,2]	1
[2,3,0]	1
[4]	1
[2,2,4,0,1,3,3,3,4,3]	5
[2,2]	1
[1,2,1,1,3]	4
[4,4,1,4,3,4,2,4,4,3]	5
[3,0,4,4]	1
[0,2,2,4,0,3,2,4,0]	1
[4]	1
[3,4,2,4,4,3,3]	1
[10,4,16,54,17,-7,21,15,25,31,61,1,6,12,21,46,16,56,54,12,23,20,38,63,2,27,35,11,13,47,13,11,61,39,0,14,42,8,16,54,50,12,-10,43,11,-1,24,38,-10,13,60,0,44,11,50,33,48,20,31,-4,2,54,-6,51,6]	3
[39,8,43,12,38,11,-9,12,34,20,44,32,10,22,38,9,45,26,-4,2,1,3,3,20,38,17,20,25,41,35,37,18,37,34,24,29,39,9,36,28,23,18,-2,28,34,30]	4
[16,-10,14,13,8,0,13,-1,-9,6,0,-6,15,13,6,18,-2,2,7]	1
[11,-6,-4,-7,20,57,57,18,61,41,3,33,30,58,17,46,14,55,-3,-6,23,9,26,-5,27,57,26,44,-4,36,36,17,56,59,20,14,54,31,42,53,11,-1,41,51,11,12,36,51,5,59,56,55,6,36,60,59,31,40,41,37,30,32]	1
[43,20,39,-7,-8,-2,8,17,10,17,12,6,37,17,50,44,3,11,18,-4,44,37,28,50,15,50,19,0,45,5,37,35,35,21,39,35,27,-8,-1,47,19,22,1,1,47,-4,-7,-3,16,21,2,7,6]	4
[3,11,-9,21,24,9,25,24,45,12,10,-3,38,-2,21,31,51,31,9,5,15,-5,2,-4,52,-8,0,6,15,40,15,29,-3,16,-4,32,35,32,2,27,-10,22,34,39,31,2,16,28,43,35,43,4,40,-9]	1
[28,3,-2,4,-7,3,15,-8,25,20,11,6,9,-6,24,8,11,-2,17,-6,12,15,25,30,16,8,1,-9,16,-5,13]	2
[39,-3,39,60,22,17,17,-2,37,20,17,55,57,48,-10,22,15,18,37,32,41,45,30,14,59,42,49,58,-1,49,2,-8,0,51,-10,32,22,17,56,14,-9,11,23,2,13,24,51,39,-4,26,9,47,9,-7,15,22,45,18,19,-2,5,47]	1
[3,-1,23,7,21,12,8,9,18,21,-1,16,1,13,-3,22,23,13,7,14,3,6,4,-3]	2
[12,-6,0,4,10,15,9,13,-8,-5,16,0,-9,10,2,14,17,19,11,14]	1
[11,1,0,18,-5,17,29,-1,18,-9,-8,-7,1,8,25,-2,9,8,-10,6,6,13,17,-4,-5,24,-5,14,17,21]	2
[16,-9,-5,-2,14,7,12,11,13,8,3,3,-6,23,18,19,5,6,-1,13,-5,17,22,25,-9,13,3]	1
